0,735581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.494,0.656,0.575,0.206,0.131,0.138,0.031,0.212,0.688,0.463,0.031,0.125,0.075,0.094,0.031,0.056,0.069,0.119,0.025,0.056,0.362,0.219,0.144,0.15,0.15,0.225,0.175,0.113,0.069,1.582,2.35
0,735582,2.369,2.388,2.412,1.275,0.05,0.019,0.044,0.031,1.044,0.069,0.05,0.025,0.044,0.269,0.1,0.019,0.037,0.037,0.019,0.056,0.025,0.05,0.025,0.019,0.05,0.019,0.05,0.025,0.056,0.25,0.094,0.05,0.031,0.063,0.031,0.106,0.125,0.138,0.169,0.194,0.188,0.194,0.188,0.144,0.188,0.056,1.912,2.332
0,735583,2.4,2.406,2.388,0.568,0.019,0.031,0.044,0.675,0.425,0.025,0.025,0.044,0.019,0.344,0.15,0.019,0.056,0.025,0.031,0.044,0.019,0.056,0.019,0.025,0.05,0.019,0.05,0.031,0.019,0.331,0.606,0.175,0.087,0.037,0.069,0.075,0.113,0.063,0.113,0.194,0.181,0.1,0.119,0.087,0.119,0.044,1.668,2.387
0,735584,2.431,2.394,0.525,0.019,0.05,0.45,0.675,0.019,0.037,0.056,0.169,1.187,0.119,0.106,0.031,0.044,0.594,0.581,0.531,0.469,0.531,0.875,0.7,0.313,0.044,0.044,0.037,0.037,0.031,0.044,0.1,0.069,0.813,0.131,0.2,0.05,0.069,0.056,0.094,0.2,0.706,0.475,0.619,0.119,0.081,0.087,2.294,2.387
0,735585,2.45,2.35,0.907,0.094,0.063,0.069,0.031,1.044,0.056,0.056,0.131,1.219,0.313,0.169,0.063,0.219,0.075,0.025,0.025,0.056,0.019,0.138,0.081,0.081,0.231,0.075,0.588,0.756,0.588,0.594,0.087,0.044,0.081,0.056,0.156,0.188,0.625,0.244,0.144,0.331,0.388,0.081,0.106,0.075,0.1,0.019,1.756,2.393
0,735586,2.413,2.431,2.4,2.194,0.031,0.019,0.056,0.019,0.044,1.031,0.125,0.881,0.719,0.1,0.025,0.056,0.056,0.056,0.175,0.194,0.281,0.1,0.225,0.212,0.056,0.019,0.05,0.031,0.044,0.144,0.125,1.212,0.362,1.131,1.75,0.231,0.094,0.05,0.063,0.125,0.188,0.244,0.237,0.181,0.081,0.075,1.706,2.381
0,735587,2.35,2.344,0.393,0.044,0.037,0.025,0.056,0.019,1.075,0.188,1.094,0.019,0.056,0.094,0.063,0.063,0.044,0.075,0.05,0.019,0.069,0.031,0.081,0.294,0.975,0.063,1.138,1.206,1.194,1.406,1.206,1.131,1.219,1.212,1.169,0.625,0.119,0.119,0.113,0.113,0.125,0.1,0.113,0.113,0.087,0.087,2.225,2.388
0,735588,2.356,0.756,0.044,0.044,0.031,0.056,0.594,0.475,0.019,0.087,0.1,0.113,0.081,0.056,0.025,0.05,0.119,0.025,0.063,0.019,0.069,0.381,0.388,0.131,0.069,0.063,0.131,0.625,0.544,0.338,0.094,0.138,0.056,0.075,0.094,0.138,0.044,0.081,0.125,0.219,0.219,0.181,0.188,0.113,0.113,0.025,2.356,2.332
0,735589,2.412,2.363,1.969,0.019,0.056,0.031,0.031,0.962,0.025,0.069,0.125,0.169,0.081,0.85,0.156,0.1,0.044,0.063,0.044,0.031,0.094,0.388,0.113,0.294,0.563,0.325,0.506,0.563,0.125,0.138,0.163,0.55,0.313,0.325,0.644,0.731,0.231,0.175,0.169,0.163,0.181,0.156,0.169,0.087,0.081,0.069,2.038,2.431
0,735590,2.475,2.45,2.431,2.444,0.106,0.1,0.037,0.025,0.063,1,0.037,0.044,0.019,0.05,0.131,0.081,0.075,0.237,0.331,0.125,0.256,0.188,0.031,0.05,0.037,0.15,0.406,0.119,0.144,0.119,0.075,0.075,0.319,0.994,0.331,0.15,0.081,0.45,0.65,0.287,0.469,0.456,0.756,0.269,0.138,0.119,1.675,2.424
0,735591,2.463,0.712,0.05,0.019,0.056,1.038,0.063,0.019,0.037,0.081,0.225,1.012,0.037,0.125,0.212,0.131,0.069,0.344,0.031,0.069,0.05,0.2,0.3,0.294,0.075,0.025,0.056,0.031,0.125,0.037,0.031,0.075,0.044,0.031,0.081,0.156,0.181,0.544,0.15,0.25,0.331,0.338,0.306,0.275,0.275,0.056,1.875,2.344
0,735592,2.363,2.412,2.375,0.512,0.056,0.019,0.031,0.044,1.019,0.031,0.106,0.344,0.412,0.025,0.044,0.037,0.65,0.494,0.419,0.219,0.031,0.05,0.1,0.281,0.319,0.1,0.075,0.05,0.081,0.087,0.075,0.362,0.138,0.506,0.175,0.069,0.294,0.294,0.244,0.1,0.169,0.281,1.369,0.544,0.588,0.063,2.206,2.375
0,735593,2.438,2.419,1.093,0.037,0.031,0.044,0.019,1.037,0.019,0.05,0.025,0.025,0.087,0.456,0.375,0.275,0.487,0.556,0.325,0.087,0.025,0.05,0.025,0.037,0.05,0.119,0.069,0.075,0.063,0.131,0.037,0.087,0.1,0.113,0.125,0.125,0.212,0.144,0.688,0.175,0.831,0.131,0.163,0.144,0.113,0.163,2.438,2.444
0,735594,2.45,2.419,1.65,0.019,0.069,0.019,0.05,1.018,0.037,0.063,0.019,0.05,0.031,0.1,0.194,0.181,0.081,0.05,0.069,0.125,0.969,0.219,0.094,0.125,0.113,0.094,0.1,0.081,0.069,0.4,1.031,0.756,1.563,0.794,0.044,0.375,0.244,0.131,0.025,0.131,0.081,0.087,0.269,0.181,0.181,0.131,2.462,2.463
0,735595,2.463,2.432,0.769,0.037,0.044,0.019,0.056,1.032,0.05,0.025,0.037,0.031,0.025,0.094,0.119,0.106,0.081,0.231,0.069,0.069,0.131,0.031,0.044,0.044,0.025,0.05,0.019,0.056,0.019,0.044,0.031,0.325,0.131,0.063,0.113,0.075,0.313,0.131,0.212,0.313,0.256,0.256,0.181,0.569,1.075,0.613,2.019,2.425
0,735596,2.45,2.456,2.438,1.194,0.019,0.063,0.075,0.7,0.363,0.031,0.019,0.056,0.769,0.469,0.113,0.575,0.781,0.506,0.519,0.313,0.044,0.163,0.087,0.037,0.044,0.056,0.044,0.637,0.819,1.1,1.094,0.125,0.113,0.362,0.075,0.069,0.237,0.725,0.525,0.156,0.169,0.2,0.181,0.15,0.537,0.4,2.606,2.587
0,735597,2.475,2.431,1.881,0.025,0.056,0.025,1.069,0.05,0.025,0.05,0.094,0.675,0.069,0.106,0.025,0.069,0.025,0.075,0.044,0.031,0.056,0.019,0.05,0.037,0.031,0.05,0.025,0.163,0.063,0.106,0.106,0.163,0.106,0.069,0.113,0.15,0.087,0.081,0.694,0.194,0.163,0.094,0.125,0.069,0.119,0.081,1.819,2.469
0,735598,2.475,1.182,0.113,0.044,0.044,0.031,1.025,0.019,0.056,0.019,0.025,0.044,0.025,0.256,0.313,0.438,0.644,0.231,0.05,0.063,0.019,0.05,0.031,0.069,0.744,0.456,0.419,0.094,0.075,0.056,0.087,0.056,0.256,0.313,0.125,0.069,0.056,0.044,0.163,0.212,0.256,0.219,0.169,0.175,0.1,0.1,2.012,2.369
0,735599,2.394,2.469,2.419,0.456,0.031,0.025,1.131,0.019,0.044,0.031,0.025,0.968,0.144,0.113,0.056,0.05,0.019,0.056,0.519,0.588,0.581,0.631,0.506,0.075,0.1,0.063,0.087,0.1,0.813,0.525,0.119,0.113,0.125,0.106,0.037,0.15,0.831,0.206,0.3,0.075,0.1,0.175,0.125,0.119,0.075,0.1,2.043,2.356
1,735235,0.188,0.231,0.1,0.081,0.075,0.113,0.119,0.1,0.081,0.081,0.113,0.119,0.087,0.087,0.087,0.287,0.219,0.256,0.281,0.081,0.125,0.131,0.344,0.444,0.144,0.269,0.138,0.263,0.344,0.156,0.144,0.294,0.263,0.275,0.087,0.094,0.138,0.125,0.075,0.081,0.375,0.438,0.275,0.281,0.094,0.125,0.125,0.081
1,735236,0.075,0.094,0.138,0.106,0.075,0.075,0.113,0.131,0.087,0.075,0.188,0.225,0.237,0.106,0.087,0.106,0.163,0.175,0.081,0.081,0.181,0.125,0.113,0.094,0.087,0.131,0.125,0.087,0.206,0.131,0.163,0.131,0.081,0.094,0.338,0.212,0.131,0.075,0.163,0.356,0.669,0.4,0.206,0.2,0.206,0.119,0.087,0.081
1,735237,0.094,0.125,0.087,0.075,0.081,0.131,0.106,0.075,0.075,0.1,0.131,0.094,0.188,0.163,0.125,0.169,2.169,2.038,2.388,2.35,2.419,1.613,2.763,3.05,3.031,2.881,2.769,2.856,2.825,2.875,2.837,2.806,3.063,2.881,2.788,2.744,2.919,2.806,2.744,3.031,2.881,2.775,2.644,2.594,2.413,2.4,2.356,2.281
1,735238,2.237,2.269,2.306,2.212,2.163,2.15,2.2,2.288,2.294,2.319,2.331,2.481,2.425,2.55,2.531,2.6,2.719,2.763,2.781,2.825,2.862,3.044,2.962,2.969,3.019,3.075,2.981,3.181,3.206,3.231,3.094,3.125,3.106,3.256,3.087,3.044,3.256,3.544,3.15,3.112,3.231,3.094,2.894,2.813,2.781,2.744,2.619,2.544
1,735239,2.481,2.394,2.369,2.294,2.25,2.231,2.169,2.15,2.15,2.2,0.219,0.206,0.125,0.094,0.263,0.381,0.5,0.269,0.269,0.125,0.531,0.588,0.313,0.181,0.138,0.131,0.138,0.125,0.119,0.081,0.094,0.163,0.275,0.194,0.256,0.138,0.1,0.156,0.144,0.138,0.1,0.094,0.381,0.575,0.287,0.188,0.069,0.1
1,735240,0.119,0.069,0.063,0.069,0.1,0.106,0.069,0.069,0.063,0.094,0.113,0.069,0.194,0.113,0.125,0.719,0.431,0.15,0.131,0.15,0.206,0.25,0.269,0.094,0.081,0.075,0.131,0.075,0.069,0.069,0.081,0.175,0.188,0.163,0.144,0.263,0.469,0.244,0.188,0.206,0.212,0.225,0.15,0.194,0.113,0.081,0.069,0.069
1,735241,0.069,0.125,0.075,0.069,0.069,0.063,0.075,0.125,0.075,0.069,0.275,0.219,0.275,0.362,0.156,0.237,0.2,0.15,0.081,0.119,0.094,0.087,0.087,0.131,0.188,0.175,0.094,0.075,0.075,0.069,0.138,0.244,0.613,0.281,0.675,2.394,2.331,2.331,2.481,2.569,2.481,2.431,2.331,0.25,0.125,0.081,0.081,0.081
1,735242,0.069,0.081,0.119,0.075,0.081,0.075,0.069,0.069,0.113,0.094,0.081,0.256,0.125,0.2,0.156,0.156,0.138,0.231,0.163,0.106,0.081,0.119,0.075,0.069,0.075,0.388,0.094,0.106,0.113,0.087,0.075,0.206,0.144,0.281,0.263,0.113,0.1,0.075,0.069,0.081,0.256,0.256,0.206,0.263,0.194,0.075,0.087,0.131
1,735243,0.069,0.069,0.069,0.081,0.075,0.087,0.106,0.069,0.069,0.081,0.244,0.119,0.225,0.113,0.075,0.069,0.075,0.131,0.219,0.138,0.206,0.231,0.138,0.144,0.131,0.287,0.106,0.212,0.181,0.175,0.119,0.306,0.269,0.237,0.119,0.075,0.087,0.212,0.287,0.375,0.425,0.362,0.25,0.219,0.287,0.106,0.069,0.069
1,735244,0.131,0.081,0.069,0.063,0.075,0.075,0.069,0.119,0.081,0.075,0.287,0.25,0.613,0.331,0.281,0.212,0.075,0.075,0.081,0.163,0.225,0.356,0.356,0.094,0.106,0.094,0.1,0.094,0.131,0.244,0.144,0.087,0.075,0.075,0.2,0.194,0.119,0.106,0.069,0.3,0.438,0.338,0.369,0.263,0.144,0.094,0.069,0.069
1,735245,0.075,0.131,0.075,0.069,0.069,0.075,0.075,0.075,0.119,0.069,0.275,0.188,0.2,0.163,2.25,2.356,2.438,2.406,2.556,2.519,2.606,2.619,2.725,2.737,2.794,2.756,2.806,2.763,2.556,2.594,2.625,2.487,2.538,1.375,0.188,0.294,0.138,0.106,0.094,0.113,0.106,0.106,0.15,0.106,0.169,0.138,0.069,0.069
1,735246,0.094,0.119,0.069,0.069,0.069,0.081,0.069,0.087,0.106,0.075,0.075,0.069,0.069,0.144,0.131,0.169,0.175,0.212,0.269,0.15,0.119,0.206,0.169,0.212,0.15,0.119,0.113,0.119,0.15,0.119,0.106,0.119,0.119,0.113,0.15,0.188,0.081,0.081,0.138,0.588,0.581,0.362,0.225,0.181,0.256,0.212,0.075,0.069
1,735247,0.087,0.125,0.075,0.069,0.069,0.069,0.069,0.087,0.119,0.069,0.069,0.181,0.244,0.281,0.313,0.2,0.306,0.331,0.212,0.181,0.969,0.869,0.125,0.181,0.3,0.094,0.075,0.394,0.087,0.106,0.212,0.144,0.163,0.144,0.331,0.244,0.487,0.219,0.188,0.194,0.244,0.3,0.163,0.131,0.119,0.081,0.069,0.069
1,735248,0.069,0.075,0.081,0.131,0.063,0.069,0.063,0.069,0.075,0.156,0.194,0.181,0.313,0.1,0.15,0.094,0.094,0.081,0.119,0.175,0.081,0.075,0.131,0.388,0.319,0.256,0.156,0.131,0.188,0.119,0.131,0.144,0.294,0.194,0.144,0.144,0.412,0.769,0.556,0.469,0.388,0.344,0.231,0.275,0.256,0.125,0.081,0.106
1,735249,0.1,0.069,0.063,0.081,0.075,0.069,0.069,0.119,0.075,0.069,0.075,0.188,0.131,0.163,0.138,0.113,0.113,0.106,0.075,0.075,0.075,0.156,0.156,0.081,0.069,0.069,0.1,0.087,0.15,0.231,0.119,0.1,0.219,0.194,0.125,0.131,0.362,0.344,0.244,0.4,0.4,0.344,0.494,0.275,0.306,0.144,0.075,0.081
1,735250,0.069,0.063,0.081,0.119,0.075,0.069,0.069,0.063,0.075,0.075,0.269,0.231,0.237,0.138,0.075,0.163,0.2,0.194,0.1,0.163,0.131,0.219,0.087,0.106,0.138,0.138,0.106,0.075,0.075,0.075,0.094,0.194,0.156,0.212,0.138,0.144,0.144,0.181,0.15,1.462,2.325,2.275,1.613,0.313,0.163,0.113,0.094,0.081
1,735251,0.069,0.069,0.063,0.069,0.113,0.1,0.069,0.063,0.069,0.069,0.25,0.263,1.575,2.075,2.112,2.063,2.119,2.2,2.237,2.4,2.444,2.55,2.587,2.606,2.712,2.688,2.925,2.85,2.75,2.837,2.9,3.025,3.075,2.95,3.044,2.975,3.05,3.038,3.106,3.081,2.956,2.969,2.837,2.619,2.494,2.331,2.256,2.3
1,735252,2.269,2.25,2.263,2.237,2.206,2.225,2.306,2.194,2.25,2.281,2.45,2.4,2.356,2.244,1.175,0.094,0.15,0.069,0.069,0.081,0.106,0.106,0.069,0.069,0.075,0.125,0.206,0.125,0.156,0.231,0.175,0.219,0.144,0.125,0.1,0.125,0.331,0.438,0.406,0.338,0.287,0.306,0.25,0.106,0.094,0.081,0.069,0.069
1,735253,0.094,0.119,0.075,0.063,0.069,0.069,0.081,0.087,0.113,0.069,0.081,0.206,0.138,0.087,0.119,0.206,0.231,0.306,0.119,0.163,0.087,0.156,0.175,0.156,0.769,0.181,0.175,0.194,0.25,0.156,0.219,0.175,0.15,0.138,0.306,0.263,0.188,0.212,0.256,0.325,0.275,0.281,0.263,0.219,0.219,0.094,0.169,0.125
1,735254,0.106,0.075,0.069,0.119,0.087,0.075,0.063,0.069,0.063,0.075,0.1,0.1,0.319,0.275,0.35,0.45,0.444,0.512,0.594,0.613,0.169,0.087,0.069,0.063,0.069,0.175,0.194,0.131,0.125,0.075,0.063,0.081,0.119,0.181,0.094,0.1,0.075,0.094,0.15,0.294,0.344,0.3,0.275,0.156,0.069,0.075,0.106,0.106
1,735255,0.069,0.063,0.075,0.075,0.075,0.2,0.163,0.081,0.075,0.081,0.281,0.225,0.244,0.231,0.225,0.225,0.188,0.075,0.075,0.075,0.125,0.313,0.138,0.106,0.075,0.081,0.069,0.175,0.175,0.138,0.244,0.144,0.163,0.25,0.263,0.3,0.219,0.263,0.306,0.338,0.55,0.406,0.438,0.325,0.181,0.075,0.069,0.081
1,735256,0.094,0.113,0.069,0.069,0.069,0.081,0.069,0.075,0.119,0.075,0.069,0.237,0.138,0.3,0.1,0.325,0.25,0.313,0.25,0.356,0.325,0.212,0.125,0.125,0.094,0.1,0.069,0.075,0.163,0.163,0.119,0.125,0.225,0.2,0.125,0.113,0.181,0.194,0.138,0.369,0.45,0.438,0.425,0.225,0.263,0.106,0.081,0.069
1,735257,0.069,0.075,0.075,0.125,0.081,0.069,0.075,0.075,0.069,0.212,0.25,0.338,0.225,0.1,0.069,0.106,0.081,0.225,0.138,0.081,0.087,0.1,0.45,0.181,0.475,0.306,0.219,0.206,0.138,0.188,0.169,0.138,0.269,0.175,0.244,0.275,0.113,0.3,0.35,0.356,0.375,0.244,0.206,0.094,0.075,0.075,0.106,0.094
1,735258,0.063,0.075,0.075,0.069,0.069,0.087,0.113,0.075,0.063,0.069,0.063,0.475,2.031,2.05,1.988,1.925,0.087,0.744,2.225,2.381,2.4,2.669,2.538,2.55,2.594,2.663,2.606,2.781,2.756,2.669,2.725,2.638,2.656,2.619,2.675,2.788,2.775,2.8,3.044,2.656,2.5,2.425,2.356,0.481,0.063,0.075,0.075,0.069
1,735259,0.063,0.087,0.119,0.075,0.075,0.075,0.075,0.075,0.094,0.138,0.081,0.075,0.075,0.075,0.081,0.15,0.175,0.15,0.2,0.1,0.106,0.144,0.287,0.3,0.294,0.212,0.163,0.156,0.156,0.156,0.294,0.156,0.131,0.394,0.131,0.131,0.212,0.225,0.25,0.381,0.2,0.188,0.275,0.163,0.188,0.156,0.094,0.106
1,735260,0.106,0.094,0.1,0.113,0.138,0.106,0.106,0.1,0.1,0.094,0.175,0.125,0.131,0.125,0.15,0.269,0.125,0.194,0.131,0.119,0.075,0.113,0.15,0.106,0.069,0.069,0.119,0.087,0.181,0.081,0.069,0.3,0.175,0.156,0.181,0.144,0.156,0.163,0.175,0.206,0.256,0.331,0.169,0.144,0.075,0.069,0.075,0.081
1,735261,0.1,0.1,0.075,0.075,0.081,0.075,0.069,0.075,0.119,0.094,0.081,0.075,0.069,0.131,0.256,0.212,0.237,0.125,0.138,0.094,0.144,0.256,0.138,0.113,0.113,0.219,0.206,0.156,0.163,0.163,0.119,0.138,0.087,0.081,0.094,0.094,0.094,0.087,0.131,0.1,0.206,0.2,0.175,0.163,0.181,0.094,0.113,0.081
1,735262,0.075,0.069,0.063,0.069,0.075,0.119,0.094,0.069,0.063,0.069,0.069,0.081,0.075,0.256,0.075,0.1,0.175,0.138,0.194,0.106,0.144,0.206,0.069,0.075,0.113,0.131,0.081,0.075,0.131,0.231,0.275,0.163,0.069,0.119,0.125,0.119,0.156,0.138,0.138,0.475,0.338,0.3,0.244,0.131,0.081,0.069,0.069,0.069
1,735263,0.075,0.075,0.119,0.212,0.113,0.087,0.075,0.069,0.081,0.081,0.119,0.069,0.069,0.075,0.2,0.156,0.144,0.15,0.144,0.125,0.169,0.106,0.544,0.406,0.125,0.3,0.463,0.156,0.125,0.094,0.094,0.15,0.219,0.188,0.156,0.156,0.069,0.081,0.219,0.394,0.425,0.319,0.188,0.3,0.344,0.194,0.094,0.081
1,735264,0.087,0.131,0.069,0.063,0.069,0.075,0.075,0.063,0.075,0.119,0.075,0.175,0.144,0.156,0.131,0.131,0.119,0.125,0.069,0.063,0.369,0.369,0.1,0.094,0.081,0.138,0.081,0.206,0.1,0.2,0.119,0.131,0.119,0.194,0.313,0.15,0.425,0.194,0.119,0.125,0.619,0.5,0.244,0.169,0.094,0.081,0.075,0.106
1,735265,0.094,0.069,0.075,0.075,0.063,0.069,0.069,0.131,0.075,0.069,0.1,0.275,0.206,0.175,0.263,0.225,0.081,0.1,0.087,0.163,0.138,0.156,0.425,0.169,0.119,0.188,0.094,0.087,0.106,0.087,0.388,0.2,0.281,0.319,0.625,0.656,0.794,0.825,0.594,0.75,0.306,0.25,0.225,0.163,0.075,0.106,0.094,0.069
